CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_UNKNOWN,INJURIES_NO_INDICATION,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
1ada4374b09834cc741faf3be40956a93681691869568e8c899b700a594e9aa40c5a9ac9b043baa7a18f18e4fe1e399705e8fe1d94cb793e5946943e4bdd8505,,01/08/2024 05:10:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/10/2024 05:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,7600,S,ASHLAND AVE,611,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,17,2,1,41.7557194408,-87.6637177842,POINT (-87.663717784195 41.755719440847)
03ea09bed89f5169efa04d63ebb8465abf043469b0c1e71e848246ac9adcf746e0af32b0b05b885ba9c99248e9b7009b13f35cd0b6ea397b3d2226cb3fe1bb63,,01/03/2024 03:51:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/03/2024 04:04:00 PM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,3900,N,LAKE SHORE DR,1925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,15,4,1,41.9531407633,-87.6451629418,POINT (-87.64516294183 41.953140763347)
a83a8b4b3c0f2ae287fabeeb70066a1662ee311b394bff6a163d6f0b3b12db7dd39e05afc0ea6e0991fba7001e30196d9d29cff5ada13209d087282aea2761e3,,12/31/2023 11:30:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/03/2024 09:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7734,S,EAST END AVE,414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,23,1,12,41.7541002139,-87.5835177455,POINT (-87.583517745535 41.754100213939)
7683fde6028d4b0abdd20673c5a604559e425795e133a80175f82e052ec2ae64460769814db9149f4a8fc79f9174c46daf8636c5af82f3cec97b700ff092d544,,12/27/2023 05:00:00 PM,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",12/28/2023 03:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3800,W,ROOSEVELT RD,1133,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,17,4,12,41.8663485906,-87.7201953899,POINT (-87.72019538986 41.86634859062)
70e789744f1f84c2d46b42640d8b855d3604ab1482ad1f397f3e6e110f6c9b700c26946ba77b55e7b9c1ccd452e2d00d44e0059689eb3af0a677b5fa1645c6d7,,12/26/2023 07:39:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",12/26/2023 07:39:00 AM,DISTRACTION - FROM OUTSIDE VEHICLE,DISTRACTION - FROM OUTSIDE VEHICLE,1036,N,HAMLIN AVE,1112,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,0,1,7,3,12,41.9001708818,-87.7214945158,POINT (-87.721494515804 41.900170881798)
029435f96eb811372af41a592b9d3f5810c580c0ac9c7223f6ffd33d6dcf934abcd79c2d888a0e0a199f1fc5fbb7003c6d4323b7a55d1f3fc347cc6da7abd293,Y,12/26/2023 01:00:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",12/26/2023 10:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9525,S,CONSTANCE AVE,431,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,1,3,12,41.72168782,-87.5788368868,POINT (-87.578836886791 41.72168781996)
91434833e88a20aef1a0113ed3b8c1f9f005a1b18129bf6ae2672ae992cf58cb220e8f4d51e99a9bcbaba124efc150b5c68c8cb700a06c69dcb75e69223e698c,,12/23/2023 12:54:00 PM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",12/23/2023 05:40:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3800,W,CONGRESS PKWY,1133,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,12,7,12,41.8745518803,-87.7204536586,POINT (-87.720453658604 41.874551880336)
5b2603039533cff086c655f15a6ce0c37d2e15607a0664c77322fb4b7001ff270c97ca9c85ef61c0a14345ccff88785046a930e571dec44c205212474b715445,,12/22/2023 02:05:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",12/22/2023 03:00:00 PM,FOLLOWING TOO CLOSELY,WEATHER,1546,S,ASHLAND AVE,1233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,14,6,12,41.860096977,-87.6663581396,POINT (-87.666358139607 41.860096977007)
4082d0861f17bcddd51a3afedfb07bc2178dd8da7959477c58dc5ccf94a2b06c78aef7c755b18886d39339320f9284c304db70087761b7a67117745119ee25f4,,12/20/2023 07:41:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,"FIVE POINT, OR MORE",,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",12/20/2023 07:48:00 PM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,7402,N,CLARK ST,2424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,19,4,12,42.0161365412,-87.6753658259,POINT (-87.675365825865 42.016136541161)
537d0c8f9d7a088120459828ccf92dad9b5102c5d2b73d63ce9b2bff44ce79266959fb5e559d144b2c0b67d201423bed5a43347b566b700bde1e8dc464e6ba32,,12/17/2023 05:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",12/17/2023 06:25:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,610,N,LATROBE AVE,1524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,17,1,12,41.8915533712,-87.7568478761,POINT (-87.756847876078 41.891553371194)
46e71344df66c605e3cef4d5c7375545946c4857c0504c9de2bee60cf4d18465ca589328e3ea48d4abbfbf6398599dcb878d0a57a882905d37b70005df13f064,,12/15/2023 09:07:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",12/15/2023 09:07:00 AM,DISTRACTION - FROM OUTSIDE VEHICLE,UNABLE TO DETERMINE,2201,N,KIMBALL AVE,1413,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,3,9,6,12,41.9210535333,-87.7118477968,POINT (-87.711847796795 41.92105353335)
330b2b0aa82fb0803ebff000324f7e662b090f355d4ce13705c61e3d0e89d1785a0f919736d1853ffe755c8224dbab56c97c4429ffece26b70007c5985036897,,12/12/2023 08:15:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,12/12/2023 09:20:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,6444,W,BELMONT AVE,1632,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,0,1,8,3,12,41.9383981559,-87.7878269918,POINT (-87.787826991841 41.938398155869)
24115c6d3593c99fc34461e6c84717edfdbfb7001505b98ed2c2380238787ba8ff2fb6cce107ba2f36e9272deb4715c98750cc10f64d3423235c3bb4340abb79,Y,12/09/2023 09:45:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",12/09/2023 09:55:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,4032,W,AUGUSTA BLVD,1111,,,,,,,2,"REPORTED, NOT EVIDENT",3,0,0,0,3,0,0,9,7,12,41.8991102253,-87.7273640062,POINT (-87.727364006239 41.899110225335)
a6618d30663d8ddf6127a1be48438a212fa528909346e72cbcfccd7c8823d632fe90e92313cb700960a236cabff08ac6b8e9669ca10dca1478f9cb32bd194f13,,12/08/2023 04:18:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",12/08/2023 04:48:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1938,W,AUGUSTA BLVD,1212,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,16,6,12,41.8996760028,-87.6762503504,POINT (-87.676250350355 41.899676002811)
552430daec3556e30cda0feea0e4b7c2a5e81226e5afd10b9e8ef5e8b5ee5b66429498f56514ce81b700783b0d65bde809136f0ee9cd381e800fcb45f3f9738e,,12/08/2023 04:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",12/08/2023 05:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,200,S,RACINE AVE,1231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,3,16,6,12,41.8790107233,-87.657200592,POINT (-87.657200591996 41.879010723339)
43a2e850c9ec65a8306ba7a45efbccb700e51c5f34a3498cb8b7e2c61bf18608f5c1a338244d50d1d8caa6f616213973e39ba2ae8c73ae0bb1fa39bacfa78666,,12/07/2023 05:30:00 PM,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",12/08/2023 01:40:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3400,N,PANAMA AVE,1631,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,17,5,12,41.9411961932,-87.8290583456,POINT (-87.82905834561 41.941196193185)
d00119b2670664bfa94c74656ae9350ec652d440f521bb8124584f167902d9964818d2c0425733d8f7fe24cbb5f4cc1264f9a0cb700503de5772fae2088d3805,,12/07/2023 03:40:00 PM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",12/09/2023 03:55:00 PM,UNABLE TO DETERMINE,IMPROPER LANE USAGE,1614,W,DEVON AVE,2432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,15,5,12,41.9981756816,-87.6712530227,POINT (-87.671253022747 41.998175681568)
d5840fadc33c5f1c6420574b9f0e9f21214a4a72209d5a2d5d8735756b44b06eda45bad12e9faa70cda9aacb32b41102dedbb7009e4082bfc73c92f6a467c48e,,12/07/2023 07:20:00 AM,35,UNKNOWN,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",12/08/2023 07:30:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,6451,S,STATE ST,312,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,3,7,5,12,41.7768271213,-87.6250825843,POINT (-87.625082584264 41.776827121297)
30d9d314e3fc1fa4d995b05b9ba27ec06cb7007152d1fc3b3ce7b1b87e948088e39df624d36f63d64c720f0df75eec6d289a28471b9c74bca9c78c77b5730359,,12/06/2023 08:26:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",12/06/2023 08:26:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2834,W,DEVON AVE,2412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,20,4,12,41.9976455916,-87.7010086666,POINT (-87.701008666631 41.997645591625)
4be65d7d5ed59832d5349ab83f2236ec874cb7007b52e070a594a0f80dcee1e353a9614518b3f6ff62d2525696a1a9e713d089f0d4344d002909a2df50aaff7c,,12/05/2023 04:04:00 AM,25,NO CONTROLS,NO CONTROLS,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",12/05/2023 04:04:00 AM,WEATHER,EQUIPMENT - VEHICLE CONDITION,10000,W,OHARE ST,1651,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,0,1,4,3,12,41.976201139,-87.9053091251,POINT (-87.905309125103 41.976201139024)
6e0b21a25390050ece64c32810d3d6fe8a1732295796ae33389c197efd12695cb7000769800c413494280a3ca388edbdbd014589c1cc4948ae247cc81cfd5d9f,,12/04/2023 04:40:00 PM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DUSK,REAR TO FRONT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",12/04/2023 05:27:00 PM,NOT APPLICABLE,NOT APPLICABLE,4770,S,KEDZIE AVE,821,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,9,16,2,12,41.8062406588,-87.70406794,POINT (-87.70406794002 41.806240658754)
2bba822f68147b70081a7447b5a716a3eb71164f37d60b1037c2e2e96135f0123b7336d4c8fdf7f1646845f0359e93afecdad7e467ba59926bfa7f886c4cc875,,12/03/2023 06:20:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ALLEY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,12/03/2023 06:45:00 PM,IMPROPER BACKING,NOT APPLICABLE,2959,N,NATCHEZ AVE,2511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,3,18,1,12,41.9345389083,-87.7881031491,POINT (-87.788103149102 41.934538908268)
e06bfbbffaee454e307b002768adb99851b66a9e244f55392f2c3b5b75ded1d8502bab964fa0f0f8197f8dd439439a6e4b700d281c64845f281e0d5601a5345e,Y,12/03/2023 12:00:00 AM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",12/03/2023 02:41:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6228,S,MAPLEWOOD AVE,825,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,0,1,12,41.7801431508,-87.687477529,POINT (-87.687477529008 41.78014315083)
25d7c6f36e9d72b75bbf3a7c534b7003b2aa0a4aba7e8d7fdd9d435a9c0e674758a88bc0f995b2decd3764834d81cd1d61276d1e95224b4df080febd5a8341a8,Y,12/02/2023 05:00:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",12/03/2023 10:20:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,2940,W,45TH ST,922,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,5,7,12,41.8119560569,-87.698447789,POINT (-87.698447788959 41.811956056923)
16279e0691c58bc50adc9257a66e59a2a03919da3e1e6dcdf10c1f65baefeb9cf5b68bc1794cb9b700f4306586b6a131abf911d348088fe02538daaa98fdfb82,,12/01/2023 08:30:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",12/01/2023 09:25:00 AM,IMPROPER BACKING,NOT APPLICABLE,40,E,21ST ST,131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,8,6,12,41.8543725953,-87.6255727749,POINT (-87.625572774949 41.854372595327)
8c3d42650b5310eb8307fb6aa58e495f7a328c3289face2efc166c8d036188d6e8f7b58c3a2741715ecdd57481c71e9b700b235c148780e02a4071ec9e9e5899,,11/30/2023 05:14:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,OTHER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/30/2023 05:21:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,6453,N,ARTESIAN AVE,2412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,17,5,11,41.9992652868,-87.6909973442,POINT (-87.690997344173 41.999265286823)
770ef57e7d131b3e31bec25bb700ffac1036be27452d53499a3353cd3d2248bef2ed15578b8adde2b563ce22b7a2927c39aa9aeb78d8759a52b2bebb495fb78f,,11/28/2023 05:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",11/28/2023 10:00:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,3900,W,55TH ST,822,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,0,1,17,3,11,41.7933480594,-87.7207674325,POINT (-87.720767432471 41.793348059404)
cbbbb98d92a2b226b8079ef26bf5f80c53f3c157e1b19e870e7763416ebe1829cd090420df8b62124be7a29b700acfae50508c075e200be7a63403f3c4ce617e,,11/25/2023 08:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/25/2023 09:00:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,4078,S,PULASKI RD,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,3,20,7,11,41.8184566759,-87.7240997684,POINT (-87.724099768409 41.818456675938)
92578c2b8bf9673d4122abf3091953fa707f357fb6f02491593cafd63d4a43add484e26c2171d09f736340fca7ff64420b70093668346f7ebe58711be523d646,,11/24/2023 08:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/24/2023 08:55:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER LANE USAGE,401,S,CANAL ST,121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,5,20,6,11,41.8766867586,-87.6395026937,POINT (-87.639502693729 41.8766867586)
3f1ca1b9193993382bf073437187f27fa6adcb3c5ea6f19c00ab70040dcd7541a2c8533e21c260f7a4a87cca965839a10a7f1ab8f3894e1985a8abe8a9219526,,11/17/2023 07:30:00 PM,10,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/18/2023 05:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2000,W,MADISON ST,1223,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,19,6,11,41.881422591,-87.6767064773,POINT (-87.676706477276 41.881422591003)
b522dfff45d950e7aa0cf9b7003132ba85f739905985a6eec17ca8d9761c9fb4419c4151ce8e61d1dc9b7c12eb5f6b80b999dfa2a75a27c6a0d050f8a8f34924,,11/16/2023 10:12:00 AM,35,UNKNOWN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/16/2023 10:12:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,1198,W,DIVERSEY PKWY,1933,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,10,5,11,41.9326680609,-87.6585926104,POINT (-87.658592610392 41.932668060872)
d80e712e18aad5c8a7746af6a3c8f45bcc76cdc3147805520a4aa90b74d9846136a3fd3a2e8f218c75c70986be039b600ee7fb0bed5bc070eb700280532ed74b,,11/15/2023 02:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/15/2023 10:00:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,1444,W,83RD ST,614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,2,4,11,41.7432266291,-87.6601814845,POINT (-87.660181484483 41.743226629074)
bff3862a082227d56537b8a2b700a8491361fa2e9d46a2a4e3035061bc95a6e1ae91a90b0c46997214903ce18f4c876d671d889395d2d533a58571cbdb0d51a2,,11/13/2023 09:50:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/13/2023 09:50:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1444,E,52ND ST,234,Y,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,9,2,11,41.801107336,-87.5900627586,POINT (-87.59006275855 41.801107336015)
4ac87b58ff748202df34571fc97c4a6aca581b6270c8d8c1ba26bb700e6895bbfa163eb973c6e3921f985d9fe3e0db115c474b5b1b99d17e883cecb3efa4b5ff,,11/12/2023 12:50:00 PM,30,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/12/2023 03:00:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,303,E,WACKER DR,114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,12,1,11,41.8877053794,-87.6205881439,POINT (-87.620588143928 41.887705379378)
c119b006bb87edc30fc0a08bdf40746be920c19062fbd39d1ca4b700726f73331ad009c29ef1ac12a541e837d65318ed20de727809e82793cd44d97ceff4e727,,11/11/2023 05:33:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/11/2023 07:00:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,8915,S,STONY ISLAND AVE,413,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,0,8,17,7,11,41.7328693696,-87.5849748024,POINT (-87.584974802365 41.732869369592)
